# 1:t 2:KE 3:eps
0.0 0.12499706491873734 0.0001811222621980746
0.01 0.12499525369611536 0.0003249330593124711
0.02 0.1249905662575511 0.0004687465248824907
0.03 0.12498587876561769 0.00046875740980745206
0.04 0.12498119110935493 0.000468777648381824
0.05 0.12497650321265007 0.0004688076440144684
0.06 0.12497181495647464 0.0004688482958536966
0.07 0.12496712624673298 0.00046889670914218584
0.08 0.12496243702229179 0.00046895699825810766
0.09 0.12495774710676782 0.0004690274248950743
0.1 0.1249530564737939 0.0004691041360009862
0.11 0.1249483650240478 0.0004691946867891872
0.12 0.1249436725800581 0.00046929356882685624
0.13 0.12493897915267127 0.0004694004744285607
0.14 0.12493428457056954 0.0004695208995508793
0.15 0.12492958873468026 0.0004696465277973516
0.16 0.1249248916400136 0.0004697855197850487
0.17 0.12492019302428455 0.00046993592035970977
0.18 0.12491549292160639 0.0004700888869173525
0.19 0.1249107912465462 0.0004702595685452948
0.2 0.12490608773023548 0.00047043814319902566
0.21 0.12490138248368222 0.00047062215736470847
0.22 0.12489667528708819 0.0004708230098620092
0.23 0.12489196602348498 0.00047102673582699595
0.24 0.12488725475237164 0.00047124511308549444
0.25 0.12488254112122327 0.000471476270039517
0.26 0.12487782522697086 0.00047170653294514864
0.27 0.12487310699056436 0.0004719582468357686
0.28 0.12486838606203413 0.00047221704813882326
0.29 0.12486366264960158 0.0004724797885549137
0.3 0.12485893646626306 0.00047276210839619637
0.31 0.12485420740743366 0.0004730440893618848
0.32 0.12484947558447582 0.0004733442095448126
0.33 0.12484474052324278 0.0004736573186585602
0.34 0.12484000243810264 0.00047396638448660156
0.35 0.12483526119555304 0.00047430043820284595
0.36 0.12483051642933861 0.00047463897001787103
0.37 0.12482576841615267 0.0004749839816584611
0.38 0.12482101674970544 0.00047534920471381525
0.39 0.1248162614320584 0.00047570832832910526
0.4 0.12481150258313885 0.00047609465378073423
0.41 0.12480673953898277 0.00047649129160909354
0.42 0.12480197275730669 0.00047688116671817937
0.43 0.12479720191564841 0.00047729922983386075
0.44 0.12479242677271 0.0004777153974577786
0.45 0.12478764760769925 0.0004781486487743791
0.46 0.12478286379973452 0.00047859859021048834
0.47 0.12477807563589502 0.0004790398557190656
0.48 0.12477328300262017 0.00047951156578651677
0.49 0.1247684854045793 0.0004799857490844772
0.5 0.12476368328763847 0.0004804667932338802
0.51 0.12475887606871461 0.0004809708916591049
0.52 0.1247540638698053 0.0004814646032214043
0.53 0.12474924677665018 0.00048199085417621745
0.54 0.12474442405272176 0.0004825234998016015
0.55 0.12473959630665415 0.00048305390855141184
0.56 0.12473476297455073 0.00048361310202427177
0.57 0.12472992404461365 0.00048416041293197765
0.58 0.12472507976629209 0.0004847421766722704
0.59 0.12472022920108021 0.00048533313698673197
0.6 0.12471537310355235 0.00048591525406482816
0.61 0.12471051089599891 0.0004865305530330488
0.62 0.12470564249249168 0.0004871327188977759
0.63 0.12470076824162096 0.00048777103583663717
0.64 0.12469588707177495 0.0004884194786853868
0.65 0.12469099985204725 0.0004890564983357493
0.66 0.12468610594180823 0.0004897289857126452
0.67 0.12468120527233299 0.0004903873535422321
0.68 0.12467629819473738 0.000491083333735709
0.69 0.12467138360565827 0.0004917876628294238
0.7 0.1246664624414808 0.0004924837031463625
0.71 0.12466153393159533 0.0004932145276619337
0.72 0.12465659815092757 0.0004939305300561969
0.73 0.1246516553209942 0.0004946853507270532
0.74 0.12464670444391303 0.00049544312209715
0.75 0.12464174645855226 0.0004962032985389442
0.76 0.12463678037794224 0.0004969936677650111
0.77 0.12463180658519697 0.0004977688320622065
0.78 0.124626825001301 0.0004985837249051883
0.79 0.12462183491069886 0.0004993915560760342
0.8 0.12461683717017948 0.0005002220655772049
0.81 0.12461183046938731 0.0005010732465020595
0.82 0.12460681570524942 0.0005019091767124451
0.83 0.12460179228585307 0.0005027854314452185
0.84 0.12459675999662052 0.0005036455521496563
0.85 0.12459171937481008 0.0005045471174414118
0.86 0.12458666905427168 0.0005054538028703703
0.87 0.12458161029875267 0.0005063588100986394
0.88 0.12457654187806971 0.0005072977731295225
0.89 0.12457146434329008 0.0005082210235247686
0.9 0.12456637745759921 0.0005091858831951512
0.91 0.12456128062562619 0.0005101342831359545
0.92 0.1245561747719365 0.0005111252880052319
0.93 0.12455105811986608 0.0005121271851269427
0.94 0.12454593222823396 0.0005131165249103731
0.95 0.12454079578936787 0.0005141460924154018
0.96 0.12453564930638565 0.0005151601371427006
0.97 0.12453049258662502 0.0005162164655470036
0.98 0.1245253249770747 0.0005172566739464202
0.99 0.12452014745314609 0.0005183400284254347
1.0 0.12451495817650621 0.0005194308909741707
1.01 0.1245097588353266 0.0005205173411146902
1.02 0.12450454782968391 0.0005216404904215821
1.03 0.12449932602551816 0.0005227489747605674
1.04 0.1244940928501887 0.0005238997958967317
1.05 0.12448884802960024 0.0005250355062198508
1.06 0.12448359214006431 0.0005262142768227562
1.07 0.12447832374406377 0.0005273851555687159
1.08 0.12447304443695294 0.0005285845204641149
1.09 0.1244677520536545 0.0005298043738788394
1.1 0.12446244834947535 0.000531011123523939
1.11 0.12445713183118401 0.0005322596038821459
1.12 0.1244518031573977 0.0005334946881463409
1.13 0.12444646193742107 0.000534772085571511
1.14 0.1244411077156863 0.0005360358252506359
1.15 0.12443574122091605 0.0005373424322243636
1.16 0.1244303608670418 0.0005386376421974148
1.17 0.1244249684680721 0.0005399712645584032
1.18 0.12441956144175065 0.0005413207323146096
1.19 0.12441414205342582 0.0005426592100565841
1.2 0.1244087082575495 0.0005440386100641348
1.21 0.12440326128122454 0.0005454069029333652
1.22 0.12439780011949085 0.0005468165431370409
1.23 0.1243923249503618 0.0005482149842777062
1.24 0.1243868358198053 0.0005496551763952695
1.25 0.12438133184683389 0.0005510841018221413
1.26 0.12437581413776885 0.0005525551617262536
1.27 0.12437028074359936 0.0005540149102509773
1.28 0.12436473383956383 0.0005555171578430773
1.29 0.1243591704004425 0.0005570329623498793
1.3 0.12435359318031683 0.0005585418309221879
1.31 0.12434799956382406 0.0005600897621720335
1.32 0.12434239138507339 0.0005616298525854546
1.33 0.12433676696677234 0.0005632097659855617
1.34 0.12433112718975367 0.0005647819029395151
1.35 0.12432547132871356 0.0005663941328286626
1.36 0.1243197993070971 0.0005679986663142955
1.37 0.12431411135538728 0.0005696435545594625
1.38 0.12430840643600592 0.0005712808373852241
1.39 0.12430268573863958 0.0005729587285321358
1.4 0.12429694726143528 0.0005746291143697846
1.41 0.12429119315635218 0.0005763403572593973
1.42 0.1242854204542901 0.0005780514959408123
1.43 0.12427963212643336 0.0005797891523231513
1.44 0.12427382467124364 0.0005815492175704762
1.45 0.12426800114208195 0.0005833058319018036
1.46 0.1242621585546056 0.0005851001236365505
1.47 0.12425629913960921 0.0005868911180000325
1.48 0.1242504207322456 0.0005887200038383611
1.49 0.12424452473953246 0.0005905457434511874
1.5 0.12423860981737657 0.0005924095946872043
1.51 0.12423267654763871 0.000594270440536171
1.52 0.12422672440856584 0.0005961696383574022
1.53 0.12422075315487156 0.0005980659573499025
1.54 0.12421476308941885 0.0006000008831383852
1.55 0.12420875313720879 0.0006019330398867595
1.56 0.12420272442862113 0.0006039040814425078
1.57 0.12419667505557994 0.0006058724489861333
1.58 0.1241906069796414 0.0006078799949671421
1.59 0.1241845174556806 0.0006098849444136079
1.6 0.12417840928075312 0.0006119293925959113
1.61 0.12417227886782868 0.0006139712966479749
1.62 0.12416612985482016 0.0006160530459631275
1.63 0.1241599578069094 0.000618150688143082
1.64 0.12415376684105732 0.0006202517359401583
1.65 0.1241475527721906 0.00062238817537974
1.66 0.12414131907754973 0.0006245262519835038
1.67 0.12413506224715093 0.0006267010048990329
1.68 0.12412878505745174 0.0006288773797828995
1.69 0.12412248469955527 0.0006310908674453941
1.7 0.12411616324010284 0.0006333059194973956
1.71 0.12410981858116532 0.000635558560978744
1.72 0.12410345206888326 0.0006378126705692821
1.73 0.12409706232775393 0.0006401048989541636
1.74 0.12409064997090419 0.0006423984446257691
1.75 0.12408421435886141 0.0006447306886325777
1.76 0.12407775535713153 0.0006470640546645257
1.77 0.12407127307776812 0.0006494367483673713
1.78 0.12406476662216419 0.0006518103165875644
1.79 0.12405823687143637 0.0006542238955766777
1.8 0.12405168214425265 0.0006566380545205419
1.81 0.12404510411034596 0.0006590929610483798
1.82 0.12403850028503167 0.0006615480974918597
1.83 0.12403187314839613 0.0006640447734049815
1.84 0.12402521938956358 0.0006665412755246791
1.85 0.12401854232288564 0.0006690801698541193
1.86 0.1240118377861665 0.000671618428874865
1.87 0.12400510995430813 0.0006741999901320739
1.88 0.12399835378636385 0.0006767872022290788
1.89 0.12399157421026356 0.0006794050741323332
1.9 0.12398476568488122 0.0006820494309929259
1.91 0.1239779332216437 0.0006846962731321682
1.92 0.12397107175941857 0.000687384433919469
1.93 0.1239641855329653 0.000690074434716692
1.94 0.12395727027072423 0.0006928068611413707
1.95 0.12395032939574248 0.0006955404148287769
1.96 0.12394335946242765 0.0006983175621586568
1.97 0.1239363630444993 0.0007010950674972705
1.98 0.12392933756107771 0.0007039174003553583
1.99 0.1239222846964922 0.0007067392557642549
2.0 0.12391520277596244 0.0007096072376393536
2.01 0.12390809255173942 0.000712473842181538
2.02 0.1239009532991188 0.0007153879329431234
2.03 0.12389378479308057 0.00071829969173276
2.04 0.12388658730528414 0.000721260360260878
2.05 0.12387935958587534 0.0007242176729693739
2.06 0.12387210295182476 0.0007272253826418051
2.07 0.12386481507822249 0.0007302286566410743
2.08 0.12385749837869194 0.0007332838744176229
2.09 0.12385014940073412 0.0007363335197174692
2.1 0.12384277170829759 0.000739436708250274
2.11 0.1238353606665691 0.0007425331331178953
2.12 0.12382792104563524 0.0007456847626832186
2.13 0.12382044697131545 0.0007488374677064868
2.14 0.1238129442962811 0.0007520289149720583
2.15 0.123805406393016 0.0007552520357716475
2.16 0.12379783925556567 0.0007584700448415305
2.17 0.12379023699211918 0.0007617427769162077
2.18 0.12378260440002736 0.00076500903937049
2.19 0.12377493681133177 0.0007683318491329416
2.2 0.1237672377630447 0.0007716467812501904
2.21 0.12375950387570678 0.0007750201310479099
2.22 0.12375173736042373 0.0007783841646640255
2.23 0.12374393619241349 0.0007818085220714366
2.24 0.12373610118998231 0.0007852220892177186
2.25 0.12372823175062914 0.0007886979136646488
2.26 0.123720327231709 0.0007921614340151706
2.27 0.12371238852194882 0.0007956892047511488
2.28 0.123704413447614 0.0007992031105841235
2.29 0.12369640445973713 0.0008027832998731554
2.3 0.12368835778161653 0.0008063480238371667
2.31 0.1236802774992604 0.0008099810927708617
2.32 0.12367215815976113 0.0008135970922653613
2.33 0.1236640055574151 0.0008172835091864172
2.34 0.1236558124895774 0.0008209818874016506
2.35 0.12364758591966706 0.0008246914527623161
2.36 0.12363931866052215 0.000828456586372539
2.37 0.12363101678793961 0.0008322058586704983
2.38 0.12362267454334873 0.0008360254964907554
2.39 0.1236142962780098 0.0008398276558905238
2.4 0.12360587799023091 0.0008437022645795267
2.41 0.1235974222327182 0.0008475577907223197
2.42 0.12358892683441645 0.0008514878422829497
2.43 0.12358039247587255 0.0008553972011089428
2.44 0.12357181889039429 0.0008593831922283357
2.45 0.12356320481202797 0.0008633468636842778
2.46 0.1235545519531206 0.000867389263075502
