5.02,1.78
9.76,1.56;3.58
14.06,2.20;4.07;6.55;7.04
18.18,2.46;4.67;8.14;9.33
22.17,1.22;1.78;2.71;5.08;9.75;11.42
26.04,0.30;0.35;0.38;5.32;11.00;13.22
29.90,5.64;11.88;14.16
33.68,6.00;12.90;15.09
37.51,6.32;13.67;16.07
41.33,6.55;14.94;17.06
45.03,6.78;15.59;17.74
48.97,6.78;17.06;18.11
52.95,7.04
56.95,7.04
60.86,7.40
64.80,7.40
68.86,7.79
73.18,7.79
77.53,7.79
82.04,8.14
86.62,8.14
91.37,8.41
96.13,8.53
