19.86,5.15;9.65;10.72
21.25,5.26;10.45;11.43
22.67,5.42;10.92;12.15
24.06,5.42;11.67;12.77
25.44,5.61;12.30;13.31
26.83,5.61;13.05;13.81
28.23,5.81
29.61,5.81
31.00,5.81
32.40,6.00
33.80,6.00
35.20,6.16
36.63,6.27
38.09,6.32
39.56,6.37
41.03,6.37
42.51,6.49
44.00,6.49
45.52,6.66
47.04,6.66
48.60,6.66
50.13,6.66
51.64,6.86
53.20,6.86
54.76,6.86
56.34,6.86
57.86,6.86
59.37,7.08
