36.71,6.58;15.11;16.90
40.05,6.83;16.18;17.39
43.10,6.83
43.10,6.83
46.35,7.11
49.80,7.11
53.16,7.36
56.60,7.63
60.14,7.72
63.71,7.72
67.18,7.91
70.62,7.91
74.19,8.18
77.69,8.18
