# y+,U+  (Eckelmann 1974 corrected, digitized from KMM 1987 fig.5)
1.2282,1.0590
2.0291,1.7810
3.4598,3.4416
5.8070,5.4874
7.1887,6.1613
10.0595,8.3995
13.9107,10.5415
16.6188,11.2154
24.2889,13.5740
33.5877,14.7292
40.7662,15.0903
61.0109,16.1252
82.0660,16.7990
114.3850,17.4489
153.2526,17.7617
