# Gartling (1990) BFS benchmark, Re = 800 (step height, mean velocity)
# 1:2 expansion, domain 17 x 1, y in [-0.5, 0.5], step at x = 0
# station x = 15 behind the step; quantity = v
# SOLID LINE extracted from Chan & Mittal, CTR Proc. Summer Program
#   1996, p.352 fig.3, rendered at 600 dpi by reference/gartling_digitize.py
# the o/triangle/square symbols in that figure are Chan & Mittal's own
#   5th/6th/7th order results and are NOT included here
# tabulated originals: Gartling, Int. J. Numer. Meth. Fluids 11 (1990) 953
y,v
-0.31044,-0.00159484
-0.30950,-0.00160494
-0.30856,-0.00161514
-0.30762,-0.0016252
-0.30668,-0.00163526
-0.30574,-0.00164493
-0.30480,-0.0016544
-0.30386,-0.00166364
-0.30292,-0.00167267
-0.30198,-0.00168101
-0.30103,-0.00168906
-0.30009,-0.00169681
-0.29915,-0.00170443
-0.29821,-0.00171168
-0.29727,-0.00171922
-0.29633,-0.00172641
-0.29539,-0.00173343
-0.29445,-0.00173987
-0.29351,-0.00174613
-0.29257,-0.00175179
-0.29163,-0.00175703
-0.29069,-0.00176183
-0.28975,-0.0017666
-0.28881,-0.0017707
-0.28786,-0.00177564
-0.28692,-0.00178023
-0.28598,-0.00178489
-0.28504,-0.00178941
-0.28410,-0.00179385
-0.28316,-0.00179791
-0.28222,-0.00180419
-0.28128,-0.00181034
-0.28034,-0.00181635
-0.27940,-0.00182219
-0.27846,-0.00182807
-0.27752,-0.00183377
-0.27658,-0.0018395
-0.27563,-0.00184504
-0.27469,-0.00185061
-0.27375,-0.00185598
-0.27281,-0.00186114
-0.27187,-0.00186587
-0.27093,-0.00187061
-0.26999,-0.00187514
-0.26905,-0.00187967
-0.26811,-0.00188378
-0.26717,-0.00188746
-0.26623,-0.00189109
-0.26529,-0.00189436
-0.26435,-0.00189732
-0.26341,-0.00190023
-0.26246,-0.00190302
-0.26152,-0.00190544
-0.26058,-0.0019077
-0.25964,-0.00190976
-0.25870,-0.00191146
-0.25776,-0.00191275
-0.25682,-0.00191359
-0.25588,-0.0019151
-0.25494,-0.00191629
-0.25400,-0.00191735
-0.25306,-0.00191809
-0.25212,-0.00191916
-0.25118,-0.00192012
-0.25024,-0.00192084
-0.24929,-0.00192166
-0.24835,-0.00192278
-0.24741,-0.00192401
-0.24647,-0.00192611
-0.24553,-0.00192811
-0.24459,-0.0019299
-0.24365,-0.00193138
-0.24271,-0.0019321
-0.24177,-0.00193265
-0.24083,-0.00193293
-0.23989,-0.00193303
-0.23895,-0.00193306
-0.23801,-0.00193283
-0.23706,-0.00193256
-0.23612,-0.00193204
-0.23518,-0.00193151
-0.23424,-0.00193083
-0.23330,-0.00192992
-0.23236,-0.00192875
-0.23142,-0.00192738
-0.23048,-0.00192599
-0.22954,-0.00192461
-0.22860,-0.00192302
-0.22766,-0.00192123
-0.22672,-0.00191945
-0.22578,-0.00191789
-0.22484,-0.00191762
-0.22389,-0.001917
-0.22295,-0.00191635
-0.22201,-0.00191534
-0.22107,-0.00191427
-0.22013,-0.00191283
-0.21919,-0.00191131
-0.21825,-0.00190962
-0.21731,-0.00190822
-0.21637,-0.00190662
-0.21543,-0.00190543
-0.21449,-0.00190377
-0.21355,-0.00190165
-0.21261,-0.00189932
-0.21167,-0.0018966
-0.21072,-0.00189351
-0.20978,-0.00188986
-0.20884,-0.00188568
-0.20790,-0.00188118
-0.20696,-0.00187639
-0.20602,-0.0018715
-0.20508,-0.00186633
-0.20414,-0.00186148
-0.20320,-0.00185629
-0.20226,-0.00185139
-0.20132,-0.00184613
-0.20038,-0.00184052
-0.19944,-0.00183458
-0.19849,-0.00182774
-0.19755,-0.0018207
-0.19661,-0.00181348
-0.19567,-0.00180631
-0.19473,-0.00179923
-0.19379,-0.00179203
-0.19285,-0.00178512
-0.19191,-0.00177831
-0.19097,-0.00177062
-0.19003,-0.00176275
-0.18909,-0.00175481
-0.18815,-0.00174694
-0.18721,-0.00173982
-0.18627,-0.0017325
-0.18532,-0.00172739
-0.18438,-0.00172182
-0.18344,-0.00171547
-0.18250,-0.00170892
-0.18156,-0.00170246
-0.18062,-0.00169587
-0.17968,-0.00169128
-0.17874,-0.00168636
-0.17780,-0.00168303
-0.17686,-0.00167918
-0.17592,-0.00167507
-0.17498,-0.00167033
-0.17404,-0.00166465
-0.17310,-0.00165819
-0.17215,-0.00165148
-0.17121,-0.001644
-0.17027,-0.00163646
-0.16933,-0.00162848
-0.16839,-0.00162086
-0.16745,-0.00161298
-0.16651,-0.00160478
-0.16557,-0.00159618
-0.16463,-0.00158732
-0.16369,-0.00157813
-0.16275,-0.00156894
-0.16181,-0.00155956
-0.16087,-0.00155044
-0.15992,-0.00154116
-0.15898,-0.0015317
-0.15804,-0.00152212
-0.15710,-0.00151236
-0.15616,-0.00150268
-0.15522,-0.00149521
-0.15428,-0.00148734
-0.15334,-0.00147973
-0.15240,-0.00147196
-0.15146,-0.00146736
-0.15052,-0.00146206
-0.14958,-0.00145606
-0.14864,-0.00144807
-0.14770,-0.00143938
-0.14675,-0.00142993
-0.14581,-0.00141948
-0.14487,-0.0014084
-0.14393,-0.00139714
-0.14299,-0.0013853
-0.14205,-0.00137557
-0.14111,-0.00136461
-0.14017,-0.00135348
-0.13923,-0.00134094
-0.13829,-0.00132803
-0.13735,-0.00131457
-0.13641,-0.00130002
-0.13547,-0.0012851
-0.13452,-0.00127007
-0.13358,-0.00125497
-0.13264,-0.00123965
-0.13170,-0.00122416
-0.13076,-0.00120837
-0.12982,-0.0011923
-0.12888,-0.00117662
-0.12794,-0.00116024
-0.12700,-0.00114418
-0.12606,-0.00112739
-0.12512,-0.00111155
-0.12418,-0.00109555
-0.12324,-0.00107984
-0.12230,-0.00106469
-0.12135,-0.00104957
-0.12041,-0.00103451
-0.11947,-0.00101919
-0.11853,-0.00100388
-0.11759,-0.000988984
-0.11665,-0.000973928
-0.11571,-0.000959166
-0.11477,-0.000945649
-0.11383,-0.000936663
-0.11289,-0.000927843
-0.11195,-0.000919594
-0.11101,-0.000910734
-0.11007,-0.000902585
-0.10913,-0.000892065
-0.10818,-0.000882168
-0.10724,-0.000872735
-0.10630,-0.000866864
-0.10536,-0.000860356
-0.10442,-0.000853488
-0.10348,-0.000843974
-0.10254,-0.000833907
-0.10160,-0.000821294
-0.10066,-0.0008089
-0.09972,-0.000795645
-0.09878,-0.00078192
-0.09784,-0.000768212
-0.09690,-0.00075381
-0.09595,-0.000738986
-0.09501,-0.000724105
-0.09407,-0.000708671
-0.09313,-0.00069305
-0.09219,-0.000676518
-0.09125,-0.000660235
-0.09031,-0.000643815
-0.08937,-0.000627522
-0.08843,-0.000611198
-0.08749,-0.000595106
-0.08655,-0.000578864
-0.08561,-0.000563581
-0.08467,-0.00054792
-0.08373,-0.000532644
-0.08278,-0.000517555
-0.08184,-0.000503504
-0.08090,-0.000489758
-0.07996,-0.000479089
-0.07902,-0.000465951
-0.07808,-0.000452507
-0.07714,-0.000438436
-0.07620,-0.0004258
-0.07526,-0.000409162
-0.07432,-0.000391556
-0.07338,-0.000373687
-0.07244,-0.000354893
-0.07150,-0.000336007
-0.07056,-0.000317492
-0.06961,-0.000299417
-0.06867,-0.000281652
-0.06773,-0.000263706
-0.06679,-0.000246245
-0.06585,-0.000226136
-0.06491,-0.000207073
-0.06397,-0.000187268
-0.06303,-0.000167336
-0.06209,-0.000146896
-0.06115,-0.000126213
-0.06021,-0.000106032
-0.05927,-8.68187e-05
-0.05833,-6.72969e-05
-0.05738,-4.79363e-05
-0.05644,-2.8585e-05
-0.05550,-9.76326e-06
-0.05456,8.73573e-06
-0.05362,2.629e-05
-0.05268,4.4116e-05
-0.05174,6.05465e-05
-0.05080,7.72641e-05
-0.04986,9.14388e-05
-0.04892,0.000106847
-0.04798,0.000122378
-0.04704,0.000138398
-0.04610,0.000154428
-0.04516,0.000170385
-0.04421,0.000186984
-0.04327,0.000202794
-0.04233,0.00021704
-0.04139,0.000231042
-0.04045,0.000244071
-0.03951,0.000256604
-0.03857,0.000266965
-0.03763,0.00028142
-0.03669,0.000296262
-0.03575,0.000311472
-0.03481,0.000326526
-0.03387,0.000342026
-0.03293,0.000356108
-0.03198,0.000370891
-0.03104,0.000385304
-0.03010,0.000403606
-0.02916,0.000421804
-0.02822,0.000440228
-0.02728,0.000459709
-0.02634,0.0004791
-0.02540,0.000498701
-0.02446,0.000519036
-0.02352,0.000536447
-0.02258,0.000554159
-0.02164,0.000569345
-0.02070,0.000584594
-0.01976,0.000600358
-0.01881,0.000616506
-0.01787,0.000632565
-0.01693,0.000648685
-0.01599,0.000664391
-0.01505,0.000680508
-0.01411,0.000696165
-0.01317,0.000711959
-0.01223,0.000728212
-0.01129,0.000744401
-0.01035,0.000760496
-0.00941,0.000777105
-0.00847,0.000793516
-0.00753,0.000809767
-0.00659,0.000823553
-0.00564,0.000837948
-0.00470,0.000851538
-0.00376,0.00086802
-0.00282,0.000884097
-0.00188,0.000900096
-0.00094,0.00091645
0.00000,0.000934388
0.00094,0.000952458
0.00188,0.000970019
0.00282,0.000983947
0.00376,0.000997453
0.00470,0.00100851
0.00564,0.00102047
0.00659,0.00103265
0.00753,0.00104544
0.00847,0.00105775
0.00941,0.00107075
0.01035,0.00108391
0.01129,0.00109856
0.01223,0.00111304
0.01317,0.00112783
0.01411,0.00114248
0.01505,0.00115712
0.01599,0.00117153
0.01693,0.00118693
0.01787,0.00120187
0.01881,0.00121693
0.01976,0.00123186
0.02070,0.00124709
0.02164,0.00126209
0.02258,0.00127765
0.02352,0.00129275
0.02446,0.0013089
0.02540,0.00132503
0.02634,0.00134357
0.02728,0.00136186
0.02822,0.00138008
0.02916,0.00139628
0.03010,0.00141253
0.03104,0.00142828
0.03198,0.00144312
0.03293,0.00145709
0.03387,0.00147214
0.03481,0.00148681
0.03575,0.00150194
0.03669,0.00151656
0.03763,0.00153287
0.03857,0.00154562
0.03951,0.00155834
0.04045,0.00157157
0.04139,0.00158499
0.04233,0.00159874
0.04327,0.00161386
0.04421,0.00162929
0.04516,0.00164503
0.04610,0.00166055
0.04704,0.00167641
0.04798,0.00169199
0.04892,0.00170644
0.04986,0.00172037
0.05080,0.00173362
0.05174,0.00174521
0.05268,0.00175956
0.05362,0.00177343
0.05456,0.00179018
0.05550,0.00180691
0.05644,0.00182352
0.05738,0.00184077
0.05833,0.00185817
0.05927,0.00187545
0.06021,0.00189301
0.06115,0.0019104
0.06209,0.00192799
0.06303,0.00194515
0.06397,0.00196136
0.06491,0.00197792
0.06585,0.00199363
0.06679,0.0020076
0.06773,0.00202076
0.06867,0.00203183
0.06961,0.00204456
0.07056,0.00205676
0.07150,0.00206914
0.07244,0.00208116
0.07338,0.00209321
0.07432,0.00210522
0.07526,0.0021162
0.07620,0.00212517
0.07714,0.00213338
0.07808,0.00213893
0.07902,0.00214787
0.07996,0.00215677
0.08090,0.00216832
0.08184,0.00218069
0.08278,0.00219309
0.08373,0.00220558
0.08467,0.00221867
0.08561,0.00223152
0.08655,0.00224425
0.08749,0.00225657
0.08843,0.0022691
0.08937,0.00228151
0.09031,0.00229395
0.09125,0.00230619
0.09219,0.00231836
0.09313,0.00232962
0.09407,0.00234109
0.09501,0.00235213
0.09595,0.00236293
0.09690,0.00237343
0.09784,0.00238359
0.09878,0.00239336
0.09972,0.00240292
0.10066,0.00241182
0.10160,0.00242002
0.10254,0.00242746
0.10348,0.00243456
0.10442,0.00243947
0.10536,0.00244608
0.10630,0.00245205
0.10724,0.00245835
0.10818,0.00246423
0.10913,0.00247067
0.11007,0.00247672
0.11101,0.0024829
0.11195,0.00248886
0.11289,0.00249501
0.11383,0.00250072
0.11477,0.00251021
0.11571,0.00252006
0.11665,0.00252981
0.11759,0.00253961
0.11853,0.00254921
0.11947,0.00255877
0.12041,0.00256804
0.12135,0.00257737
0.12230,0.00258675
0.12324,0.00259592
0.12418,0.0026051
0.12512,0.00261404
0.12606,0.00262295
0.12700,0.00263178
0.12794,0.00264164
0.12888,0.00265131
0.12982,0.0026612
0.13076,0.0026705
0.13170,0.00267986
0.13264,0.00268895
0.13358,0.00269719
0.13452,0.00270557
0.13547,0.00271358
0.13641,0.00272145
0.13735,0.00272887
0.13829,0.0027356
0.13923,0.00274207
0.14017,0.00274786
0.14111,0.00275231
0.14205,0.00275581
0.14299,0.00275995
0.14393,0.00276361
0.14487,0.0027684
0.14581,0.00277241
0.14675,0.00277634
0.14770,0.00277997
0.14864,0.00278328
0.14958,0.00278604
0.15052,0.00278802
0.15146,0.00278978
0.15240,0.00279259
0.15334,0.00279509
0.15428,0.00279957
0.15522,0.00280397
0.15616,0.00280829
0.15710,0.00281251
0.15804,0.00281588
0.15898,0.00281903
0.15992,0.00282185
0.16087,0.00282441
0.16181,0.00282692
0.16275,0.00282917
0.16369,0.00283149
0.16463,0.00283355
0.16557,0.00283535
0.16651,0.00283688
0.16745,0.00283811
0.16839,0.00283904
0.16933,0.00284038
0.17027,0.00284147
0.17121,0.00284254
0.17215,0.00284415
0.17310,0.00284542
0.17404,0.00284632
0.17498,0.00284685
0.17592,0.00284739
0.17686,0.00284773
0.17780,0.00284824
0.17874,0.00284847
0.17968,0.00284842
0.18062,0.00284967
0.18156,0.00285061
0.18250,0.00285171
0.18344,0.00285257
0.18438,0.00285341
0.18532,0.00285425
0.18627,0.00285508
0.18721,0.00285591
0.18815,0.00285653
0.18909,0.00285713
0.19003,0.00285772
0.19097,0.00285812
0.19191,0.0028581
0.19285,0.00285826
0.19379,0.00285817
0.19473,0.00285803
0.19567,0.00285762
0.19661,0.00285696
0.19755,0.00285582
0.19849,0.00285461
0.19944,0.00285312
0.20038,0.00285175
0.20132,0.00285005
0.20226,0.00284845
0.20320,0.00284627
0.20414,0.00284392
0.20508,0.00284119
0.20602,0.00283829
0.20696,0.00283545
0.20790,0.00283229
0.20884,0.00282893
0.20978,0.0028253
0.21072,0.0028209
0.21167,0.00281699
0.21261,0.00281237
0.21355,0.00280754
0.21449,0.00280249
0.21543,0.00279704
0.21637,0.00279144
0.21731,0.0027859
0.21825,0.00278037
0.21919,0.00277454
0.22013,0.00276841
0.22107,0.00276221
0.22201,0.00275623
0.22295,0.00274965
0.22389,0.00274294
0.22484,0.00273671
0.22578,0.00273053
0.22672,0.00272523
0.22766,0.00271946
0.22860,0.00271466
0.22954,0.0027095
0.23048,0.0027042
0.23142,0.00269857
0.23236,0.00269324
0.23330,0.00268755
0.23424,0.00268174
0.23518,0.00267561
0.23612,0.002669
0.23706,0.00266216
0.23801,0.00265452
0.23895,0.0026468
0.23989,0.00263881
0.24083,0.00263081
0.24177,0.00262323
0.24271,0.00261564
0.24365,0.00260947
0.24459,0.00260317
0.24553,0.00259698
0.24647,0.00259071
0.24741,0.00258474
0.24835,0.00257782
0.24929,0.00257032
0.25024,0.00256278
0.25118,0.00255606
0.25212,0.0025488
0.25306,0.00254307
0.25400,0.00253638
0.25494,0.00252996
0.25588,0.00252295
0.25682,0.00251638
0.25776,0.0025094
0.25870,0.0025024
0.25964,0.00249502
0.26058,0.00248672
0.26152,0.00247796
0.26246,0.00246918
0.26341,0.00245996
0.26435,0.00245096
0.26529,0.00244152
0.26623,0.00243208
0.26717,0.00242247
0.26811,0.00241292
0.26905,0.00240279
0.26999,0.00239233
0.27093,0.00238157
0.27187,0.00237075
0.27281,0.00235991
0.27375,0.00234929
0.27469,0.00233846
0.27563,0.00232768
0.27658,0.00231652
0.27752,0.00230553
0.27846,0.00229418
0.27940,0.00228573
0.28034,0.00227679
0.28128,0.00226827
0.28222,0.00225924
0.28316,0.00225035
0.28410,0.0022412
0.28504,0.00223219
0.28598,0.00222295
0.28692,0.00221679
0.28786,0.0022092
0.28881,0.00220082
0.28975,0.00219173
0.29069,0.00218216
0.29163,0.00217219
0.29257,0.00216205
0.29351,0.00215113
0.29445,0.00214018
0.29539,0.00212892
0.29633,0.00211788
0.29727,0.00210635
0.29821,0.00209521
0.29915,0.00208426
0.30009,0.00207376
0.30103,0.00206243
0.30198,0.00205092
0.30292,0.00203816
0.30386,0.00202481
0.30480,0.00201002
0.30574,0.00199483
0.30668,0.00197931
0.30762,0.00196393
0.30856,0.0019478
0.30950,0.00193197
0.31044,0.00191581
0.31138,0.00189971
0.31232,0.00188378
0.31326,0.00186757
0.31421,0.00185215
0.31515,0.00183687
0.31609,0.00182211
0.31703,0.00181008
0.31797,0.00179773
0.31891,0.00178537
0.31985,0.00177164
0.32079,0.00175781
0.32173,0.00174392
0.32267,0.00173031
0.32361,0.00171653
0.32455,0.00170766
0.32549,0.00169897
0.32643,0.00169028
0.32738,0.00168051
0.32832,0.00166986
0.32926,0.0016573
0.33020,0.00164456
0.33114,0.001631
0.33208,0.00161758
0.33302,0.00160311
0.33396,0.00158865
0.33490,0.0015736
0.33584,0.00155891
0.33678,0.0015447
0.33772,0.00153072
0.33866,0.0015165
0.33960,0.0015023
0.34055,0.00148771
0.34149,0.0014734
0.34243,0.00145897
0.34337,0.00144507
0.34431,0.00143109
0.34525,0.00141747
0.34619,0.00140428
0.34713,0.00139238
0.34807,0.00138069
0.34901,0.00136997
0.34995,0.00135928
0.35089,0.00134942
0.35183,0.00133985
0.35278,0.00133275
0.35372,0.00132568
0.35466,0.0013188
0.35560,0.00130898
0.35654,0.00129887
0.35748,0.00128807
0.35842,0.00127729
0.35936,0.00126615
0.36030,0.00125753
0.36124,0.00124835
0.36218,0.00123903
0.36312,0.00122596
0.36406,0.00121224
0.36500,0.00119837
0.36595,0.001184
0.36689,0.00116943
0.36783,0.00115464
0.36877,0.00113953
0.36971,0.00112434
0.37065,0.0011088
0.37159,0.0010931
0.37253,0.00107692
0.37347,0.00106079
0.37441,0.00104406
0.37535,0.0010278
0.37629,0.00101092
0.37723,0.000995069
0.37817,0.000979169
0.37912,0.00096327
0.38006,0.000947873
0.38100,0.00093283
0.38194,0.000918195
0.38288,0.00090382
0.38382,0.000889482
0.38476,0.000875678
0.38570,0.000861779
0.38664,0.00084799
0.38758,0.000834475
0.38852,0.000823572
0.38946,0.000813255
0.39040,0.000803632
0.39135,0.000794482
0.39229,0.000786063
0.39323,0.000775453
0.39417,0.000767678
0.39511,0.000759987
0.39605,0.000752093
0.39699,0.000744508
0.39793,0.000737294
0.39887,0.000730175
0.39981,0.000723513
0.40075,0.000711857
0.40169,0.000700127
0.40263,0.000687923
0.40357,0.000675688
0.40452,0.000664036
0.40546,0.000652916
0.40640,0.000641706
0.40734,0.000630061
0.40828,0.000618146
0.40922,0.000606258
0.41016,0.000594279
0.41110,0.000582458
0.41204,0.000570261
0.41298,0.000558501
0.41392,0.000546626
0.41486,0.000534767
0.41580,0.000523196
0.41675,0.000511959
0.41769,0.000500879
0.41863,0.000490997
0.41957,0.000481011
0.42051,0.000471964
0.42145,0.000463006
0.42239,0.000454583
0.42333,0.000445394
0.42427,0.000437277
0.42521,0.000428592
0.42615,0.000419635
0.42709,0.000410339
0.42803,0.000401096
0.42897,0.000389753
0.42992,0.000378486
0.43086,0.00036733
0.43180,0.00035652
0.43274,0.00034615
0.43368,0.000336852
0.43462,0.000327711
0.43556,0.000318768
0.43650,0.000307305
0.43744,0.00029599
0.43838,0.000284632
0.43932,0.000273461
0.44026,0.000262512
0.44120,0.000251819
0.44214,0.000241416
0.44309,0.00023114
0.44403,0.000221083
0.44497,0.00021143
0.44591,0.000201992
0.44685,0.000192806
0.44779,0.000184076
0.44873,0.00017569
0.44967,0.000167684
0.45061,0.000160097
0.45155,0.000152514
0.45249,0.000145368
0.45343,0.000137571
0.45437,0.000130148
0.45532,0.000123132
0.45626,0.000116556
0.45720,0.000110226
0.45814,0.000105696
0.45908,0.000101341
0.46002,9.71492e-05
0.46096,9.31092e-05
0.46190,8.92085e-05
0.46284,8.54353e-05
0.46378,8.17776e-05
0.46472,7.82233e-05
0.46566,7.47605e-05
0.46660,7.13772e-05
0.46754,6.80613e-05
0.46849,6.48009e-05
0.46943,6.15841e-05
0.47037,5.83988e-05
0.47131,5.5233e-05
0.47225,5.20747e-05
0.47319,4.8912e-05
0.47413,4.57328e-05
0.47507,4.25252e-05
0.47601,3.92772e-05
0.47695,3.59768e-05
0.47789,3.26119e-05
0.47883,2.91707e-05
0.47977,2.5641e-05
0.48071,2.2011e-05
0.48166,1.82686e-05
0.48260,1.44019e-05
0.48354,1.03988e-05
0.48448,6.2474e-06
0.48542,1.93565e-06
0.48636,-2.54842e-06
0.48730,-7.2168e-06
0.48824,-1.20815e-05
0.48918,-1.71545e-05
0.49012,-2.24477e-05
0.49106,-2.79732e-05
0.49200,-3.3743e-05
0.49294,-3.97691e-05
0.49389,-4.60633e-05
0.49483,-5.26378e-05
