# Gartling (1990) BFS benchmark, Re = 800 (step height, mean velocity)
# 1:2 expansion, domain 17 x 1, y in [-0.5, 0.5], step at x = 0
# station x = 15 behind the step; quantity = u
# SOLID LINE extracted from Chan & Mittal, CTR Proc. Summer Program
#   1996, p.352 fig.3, rendered at 600 dpi by reference/gartling_digitize.py
# the o/triangle/square symbols in that figure are Chan & Mittal's own
#   5th/6th/7th order results and are NOT included here
# tabulated originals: Gartling, Int. J. Numer. Meth. Fluids 11 (1990) 953
y,u
0.15802,0.688286
0.15896,0.686437
0.15991,0.684532
0.16085,0.682662
0.16179,0.680708
0.16274,0.678744
0.16368,0.676775
0.16462,0.67481
0.16557,0.672813
0.16651,0.67083
0.16745,0.668868
0.16840,0.667045
0.16934,0.665201
0.17028,0.663492
0.17123,0.661757
0.17217,0.660229
0.17311,0.658819
0.17406,0.65751
0.17500,0.656204
0.17594,0.65519
0.17689,0.653725
0.17783,0.652118
0.17877,0.650225
0.17972,0.648291
0.18066,0.64628
0.18160,0.644295
0.18255,0.642277
0.18349,0.640395
0.18443,0.63857
0.18538,0.636839
0.18632,0.634778
0.18726,0.632703
0.18821,0.630578
0.18915,0.628449
0.19009,0.62624
0.19104,0.624069
0.19198,0.62183
0.19292,0.619557
0.19387,0.617344
0.19481,0.61516
0.19575,0.612962
0.19670,0.610823
0.19764,0.608646
0.19858,0.606756
0.19953,0.604888
0.20047,0.603126
0.20142,0.601353
0.20236,0.599579
0.20330,0.597729
0.20425,0.595813
0.20519,0.593839
0.20613,0.591994
0.20708,0.590129
0.20802,0.588337
0.20896,0.586532
0.20991,0.584948
0.21085,0.583435
0.21179,0.58192
0.21274,0.580456
0.21368,0.579051
0.21462,0.577209
0.21557,0.575536
0.21651,0.573808
0.21745,0.572164
0.21840,0.570444
0.21934,0.568695
0.22028,0.566556
0.22123,0.564361
0.22217,0.562116
0.22311,0.560053
0.22406,0.557926
0.22500,0.555902
0.22594,0.553809
0.22689,0.551906
0.22783,0.549918
0.22877,0.547964
0.22972,0.545928
0.23066,0.543948
0.23160,0.541885
0.23255,0.539748
0.23349,0.537598
0.23443,0.535417
0.23538,0.533233
0.23632,0.531038
0.23726,0.528807
0.23821,0.526615
0.23915,0.524448
0.24009,0.522372
0.24104,0.520331
0.24198,0.518466
0.24292,0.516636
0.24387,0.514889
0.24481,0.513065
0.24575,0.511284
0.24670,0.50943
0.24764,0.507659
0.24858,0.505727
0.24953,0.50409
0.25047,0.502376
0.25142,0.500893
0.25236,0.499101
0.25330,0.497382
0.25425,0.495734
0.25519,0.49425
0.25613,0.492729
0.25708,0.491087
0.25802,0.489376
0.25896,0.487662
0.25991,0.485774
0.26085,0.483935
0.26179,0.481966
0.26274,0.480022
0.26368,0.478029
0.26462,0.47607
0.26557,0.474069
0.26651,0.472109
0.26745,0.470073
0.26840,0.468006
0.26934,0.465959
0.27028,0.46394
0.27123,0.461916
0.27217,0.459968
0.27311,0.458001
0.27406,0.456114
0.27500,0.453959
0.27594,0.451822
0.27689,0.449584
0.27783,0.447746
0.27877,0.445884
0.27972,0.444117
0.28066,0.442413
0.28160,0.440762
0.28255,0.438993
0.28349,0.437292
0.28443,0.435531
0.28538,0.43426
0.28632,0.432718
0.28726,0.431103
0.28821,0.429466
0.28915,0.427779
0.29009,0.426054
0.29104,0.424336
0.29198,0.422425
0.29292,0.420443
0.29387,0.418357
0.29481,0.416268
0.29575,0.414208
0.29670,0.41228
0.29764,0.410386
0.29858,0.40865
0.29953,0.406702
0.30047,0.404738
0.30142,0.40263
0.30236,0.400436
0.30330,0.398005
0.30425,0.395524
0.30519,0.392958
0.30613,0.390428
0.30708,0.387794
0.30802,0.385194
0.30896,0.382637
0.30991,0.380168
0.31085,0.377732
0.31179,0.375282
0.31274,0.37289
0.31368,0.370507
0.31462,0.368163
0.31557,0.366249
0.31651,0.364299
0.31745,0.362379
0.31840,0.36035
0.31934,0.358287
0.32028,0.356228
0.32123,0.354557
0.32217,0.352902
0.32311,0.351684
0.32406,0.350406
0.32500,0.349118
0.32594,0.347534
0.32689,0.345833
0.32783,0.343875
0.32877,0.341913
0.32972,0.339808
0.33066,0.337717
0.33160,0.335396
0.33255,0.333114
0.33349,0.330901
0.33443,0.328746
0.33538,0.326575
0.33632,0.324396
0.33726,0.322154
0.33821,0.319952
0.33915,0.317714
0.34009,0.315524
0.34104,0.313305
0.34198,0.311141
0.34292,0.308957
0.34387,0.306837
0.34481,0.304789
0.34575,0.30294
0.34670,0.301124
0.34764,0.299424
0.34858,0.297723
0.34953,0.296506
0.35047,0.295246
0.35142,0.293992
0.35236,0.292754
0.35330,0.291506
0.35425,0.289869
0.35519,0.288196
0.35613,0.286413
0.35708,0.284698
0.35802,0.282931
0.35896,0.281571
0.35991,0.280099
0.36085,0.278527
0.36179,0.276388
0.36274,0.274186
0.36368,0.271929
0.36462,0.269625
0.36557,0.267282
0.36651,0.264908
0.36745,0.26247
0.36840,0.260012
0.36934,0.257586
0.37028,0.255161
0.37123,0.252726
0.37217,0.250307
0.37311,0.247764
0.37406,0.245237
0.37500,0.242563
0.37594,0.240048
0.37689,0.237531
0.37783,0.235021
0.37877,0.232609
0.37972,0.230303
0.38066,0.228069
0.38160,0.225916
0.38255,0.223767
0.38349,0.221651
0.38443,0.219553
0.38538,0.217444
0.38632,0.215334
0.38726,0.213834
0.38821,0.212397
0.38915,0.211068
0.39009,0.209815
0.39104,0.209114
0.39198,0.207996
0.39292,0.206825
0.39387,0.205622
0.39481,0.204397
0.39575,0.203236
0.39670,0.202119
0.39764,0.200636
0.39858,0.199207
0.39953,0.197293
0.40047,0.19535
0.40142,0.193344
0.40236,0.191321
0.40330,0.189354
0.40425,0.187357
0.40519,0.185319
0.40613,0.183268
0.40708,0.18117
0.40802,0.179072
0.40896,0.176898
0.40991,0.174749
0.41085,0.172529
0.41179,0.170339
0.41274,0.168167
0.41368,0.166022
0.41462,0.163869
0.41557,0.161743
0.41651,0.159623
0.41745,0.15773
0.41840,0.155832
0.41934,0.154127
0.42028,0.152409
0.42123,0.150891
0.42217,0.149218
0.42311,0.147815
0.42406,0.146313
0.42500,0.144722
0.42594,0.142639
0.42689,0.140511
0.42783,0.138345
0.42877,0.13615
0.42972,0.133976
0.43066,0.13185
0.43160,0.129758
0.43255,0.127878
0.43349,0.125922
0.43443,0.123993
0.43538,0.121615
0.43632,0.119261
0.43726,0.11694
0.43821,0.114697
0.43915,0.112414
0.44009,0.110099
0.44104,0.107762
0.44198,0.105411
0.44292,0.103054
0.44387,0.100663
0.44481,0.0982886
0.44575,0.0961254
0.44670,0.0939716
0.44764,0.0921347
0.44858,0.0902872
0.44953,0.0884764
0.45047,0.0866702
0.45142,0.0848789
0.45236,0.0829439
0.45330,0.0809121
0.45425,0.0789193
0.45519,0.0769751
0.45613,0.0750042
0.45708,0.0730903
0.45802,0.0714689
0.45896,0.0698539
0.45991,0.0682433
0.46085,0.0666353
0.46179,0.0650278
0.46274,0.063419
0.46368,0.0618069
0.46462,0.0601895
0.46557,0.058565
0.46651,0.0569313
0.46745,0.0552865
0.46840,0.0536288
0.46934,0.051956
0.47028,0.0502664
0.47123,0.0485579
0.47217,0.0468286
0.47311,0.0450767
0.47406,0.0433
0.47500,0.0414967
0.47594,0.0396649
0.47689,0.0378026
0.47783,0.0359078
0.47877,0.0339787
0.47972,0.0320132
0.48066,0.0300095
0.48160,0.0279656
0.48255,0.0258795
0.48349,0.0237493
0.48443,0.0215731
0.48538,0.0193489
0.48632,0.0170748
0.48726,0.0147489
0.48821,0.0123691
0.48915,0.00993358
0.49009,0.00744039
0.49104,0.00488756
0.49198,0.00227317
0.49292,-0.000404745
0.49387,-0.00314811
0.49481,-0.00595888
